"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","QUALITY","weight","nYears","CU_findex","PSE_region"
"PKE44187","False Stewart Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44187,"PKE","Pink","5","HecLow","HStr",3.71428571428571,0.119202922022118,32,NA,"Central Coast"
"PKE44192","Pa-Aat River (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44192,"PKE","Pink","5","HecLow","HStr",3.63636363636364,0.119202922022118,36,NA,"Central Coast"
"PKE44197","Salter Lake Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44197,"PKE","Pink","5","HecLow","HStr",4.5,0.119202922022118,14,NA,"Central Coast"
"PKE44202","Tsimtack Lake Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44202,"PKE","Pink","5","HecLow","HStr",4,0.119202922022118,30,NA,"Central Coast"
"PKE44207","Cridge Inlet Creek (Kitimat-Butedale) Pink","HECATE LOWLANDS","PKO-12",44207,"PKE","Pink","6","HecLow","HStr",7,0.119202922022118,4,NA,"Central Coast"
"PKE44212","Tuwartz Creek (Kitimat-Butedale) Pink","HECATE LOWLANDS","PKO-12",44212,"PKE","Pink","6","HecLow","HStr",7,0.119202922022118,19,NA,"Central Coast"
"PKE44217","Cherry Creek (Kitimat-Butedale) Pink","HECATE LOWLANDS","PKO-12",44217,"PKE","Pink","6","HecLow","HStr",7,0.119202922022118,20,NA,"Central Coast"
"PKE44222","Monckton Inlet Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44222,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,11,NA,"Central Coast"
"PKE44227","Port Stephens Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44227,"PKE","Pink","5","HecLow","HStr",6.25,0.119202922022118,14,NA,"Central Coast"
"PKE44232","Oar Point Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44232,"PKE","Pink","5","HecLow","HStr",5,0.119202922022118,4,NA,"Central Coast"
"PKE44237","Mikado Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44237,"PKE","Pink","5","HecLow","HStr",6.5,0.119202922022118,23,NA,"Central Coast"
"PKE44242","Devon Lake Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44242,"PKE","Pink","5","HecLow","HStr",4,0.119202922022118,15,NA,"Central Coast"
"PKE44247","Curtis Inlet Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44247,"PKE","Pink","5","HecLow","HStr",5,0.119202922022118,20,NA,"Central Coast"
"PKE44252","Sheneeza Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44252,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,5,NA,"Central Coast"
"PKE44257","Wilson Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44257,"PKE","Pink","5","HecLow","HStr",4.5,0.119202922022118,13,NA,"Central Coast"
"PKE44262","Markle Inlet Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44262,"PKE","Pink","5","HecLow","HStr",4.6,0.119202922022118,16,NA,"Central Coast"
"PKE44267","Hevenor Inlet Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44267,"PKE","Pink","5","HecLow","HStr",4,0.119202922022118,22,NA,"Central Coast"
"PKE44272","Newcombe Harbour Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44272,"PKE","Pink","5","HecLow","HStr",4,0.119202922022118,28,NA,"Central Coast"
"PKE44277","Captain Cove Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44277,"PKE","Pink","5","HecLow","HStr",3.9,0.119202922022118,35,NA,"Central Coast"
"PKE44282","Alpha Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44282,"PKE","Pink","5","HecLow","NSKEst",3.25,0.119202922022118,33,NA,"Skeena"
"PKE44287","End Hill Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44287,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,24,NA,"Central Coast"
"PKE44292","Spencer Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44292,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,12,NA,"Central Coast"
"PKE44297","Bolton Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44297,"PKE","Pink","5","HecLow","HStr",5,0.119202922022118,23,NA,"Central Coast"
"PKE44302","Kooryet Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44302,"PKE","Pink","5","HecLow","HStr",4.5,0.119202922022118,28,NA,"Central Coast"
"PKE44307","Keecha Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44307,"PKE","Pink","5","HecLow","HStr",6.4,0.119202922022118,24,NA,"Central Coast"
"PKE44312","Deer Lake Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44312,"PKE","Pink","5","HecLow","HStr",6.6,0.119202922022118,22,NA,"Central Coast"
"PKE44322","Lewis Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44322,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,1,NA,"Central Coast"
"PKE44327","Indian Harbour Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44327,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,5,NA,"Central Coast"
"PKE44332","Banks Lakes Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44332,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,3,NA,"Central Coast"
"PKE44342","Bonilla Arm Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44342,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,20,NA,"Central Coast"
"PKE44347","Keneegibaal Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44347,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,20,NA,"Central Coast"
"PKE44352","Rawlinson Anchorage Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44352,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,18,NA,"Central Coast"
"PKE44357","Deadman Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44357,"PKE","Pink","5","HecLow","HStr",7,0.119202922022118,17,NA,"Central Coast"
"PKE44362","Shaw Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44362,"PKE","Pink","5","HecLow","HStr",3.77777777777778,0.119202922022118,34,NA,"Central Coast"
"PKE44367","Ryan Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44367,"PKE","Pink","5","HecLow","HStr",4,0.119202922022118,26,NA,"Central Coast"
"PKE44372","Keswar Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44372,"PKE","Pink","5","HecLow","HStr",6.33333333333333,0.119202922022118,20,NA,"Central Coast"
"PKE44377","Hankin Creek (Grenville Principe) Pink","HECATE LOWLANDS","PKO-12",44377,"PKE","Pink","5","HecLow","HStr",4.75,0.119202922022118,29,NA,"Central Coast"
"PKE44382","Humpback Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44382,"PKE","Pink","4A","HecLow","NSKEst",3,0.119202922022118,27,NA,"Skeena"
"PKE44387","Chismore Creek (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44387,"PKE","Pink","4A","HecLow","NSKEst",3.5,0.119202922022118,11,NA,"Skeena"
"PKE44392","Spiller River (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44392,"PKE","Pink","4A","HecLow","NSKEst",3.55555555555556,0.119202922022118,33,NA,"Skeena"
"PKE44397","Oona River (Lower Skeena) Pink","NASS-SKEENA ESTUARY","PKO-14",44397,"PKE","Pink","4A","HecLow","NSKEst",4,0.119202922022118,31,NA,"Skeena"
"PKE44402","Billy Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44402,"PKE","Pink","5","HecLow","NSKEst",4,0.119202922022118,26,NA,"Skeena"
"PKE44407","West Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44407,"PKE","Pink","5","HecLow","NSKEst",4,0.119202922022118,23,NA,"Skeena"
"PKE44412","Wolf Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44412,"PKE","Pink","5","HecLow","NSKEst",3.77777777777778,0.119202922022118,34,NA,"Skeena"
"PKE44417","Head Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44417,"PKE","Pink","5","HecLow","NSKEst",3.57142857142857,0.119202922022118,32,NA,"Skeena"
"PKE44422","Foote Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44422,"PKE","Pink","5","HecLow","NSKEst",7,0.119202922022118,19,NA,"Skeena"
"PKE44427","Porcher Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44427,"PKE","Pink","5","HecLow","NSKEst",4,0.119202922022118,31,NA,"Skeena"
"PKE44432","Phoenix Creek (Grenville Principe) Pink","NASS-SKEENA ESTUARY","PKO-14",44432,"PKE","Pink","5","HecLow","NSKEst",6.25,0.119202922022118,24,NA,"Skeena"
"PKE44437","Wathlsto Creek (Kitimat-Butedale) Pink","HECATE STRAIT-FJORDS","PKO-13",44437,"PKE","Pink","6","NC","HStr",4.16666666666667,0.5,6,NA,"Central Coast"
"PKE44788","Cayeghle System Pink","NORTHWEST VANCOUVER ISLAND","PKE-3",44788,"PKE","Pink","27","WVI","WQCI",3,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"PKE44806","Slatechuck R.H. Creek (Sandspit) Pink","EAST HAIDA GWAII","PKE-10",44806,"PKE","Pink","2E","HG","HStr",7,0.119202922022118,1,NA,"Haida Gwaii"
"PKE44821","Crow Lagoon Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",44821,"PKE","Pink","3A","LNR-P","NSKEst",3.77777777777778,0.119202922022118,10,NA,"Nass"
"PKE44826","Cedar Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",44826,"PKE","Pink","3A","LNR-P","NSKEst",4.11111111111111,0.119202922022118,10,NA,"Nass"
"PKE44831","Tracy Bay #2 Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",44831,"PKE","Pink","3A","LNR-P","NSKEst",4,0.119202922022118,11,NA,"Nass"
"PKE44836","Pirate Cove Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",44836,"PKE","Pink","3A","LNR-P","NSKEst",3.88888888888889,0.119202922022118,10,NA,"Nass"
"PKE44841","Crag Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",44841,"PKE","Pink","3A","LNR-P","NSKEst",4.09090909090909,0.119202922022118,12,NA,"Nass"
"PKE44846","Brundige Creek #2 (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-14",44846,"PKE","Pink","3A","HecLow","NSKEst",4.14285714285714,0.119202922022118,9,NA,"Skeena"
"PKE44875","Buck Channel Creek #Two (West Coast QCI) Pink","WEST HAIDA GWAII","PKE-11",44875,"PKE","Pink","2W","HG","WQCI",4,0.119202922022118,3,NA,"Haida Gwaii"
"PKE45157","Nakina River (Alsek/Taku) Pink","TRANSBOUNDARY FJORDS","PKE-13",45157,"PKE","Pink","130","Taku","TBFj",7,0.119202922022118,7,NA,"Transboundary"
"PKE45186","Bedwell System Pink","WEST VANCOUVER ISLAND","PKE-2",45186,"PKE","Pink","24","WVI","WVI",4.33333333333333,0.982013790037908,4,NA,"Vancouver Island & Mainland Inlets"
"PKE45341","Collinson Creek (Alert Bay) Pink Run 1","SOUTHERN FJORDS","PKE-4",45341,"PKE","Pink","12","SC","SFj",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"PKE45351","Cortina Creek (Alert Bay) Pink Run 1","SOUTHERN FJORDS","PKE-4",45351,"PKE","Pink","12","SC","SFj",7,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"PKE45401","George Creek (Campbell River Area) Pink Run 1","SOUTHERN FJORDS","PKE-4",45401,"PKE","Pink","13","SC","SFj",7,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"PKE45411","Blind Creek (Alert Bay) Pink Run 1","SOUTHERN FJORDS","PKE-4",45411,"PKE","Pink","12","SC","SFj",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"PKE45459","Babine River - Section 5 (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",45459,"PKE","Pink","4D","MSK","NSKEst",7,0.119202922022118,15,NA,"Skeena"
"PKE45469","Fulton River - Above Weir (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",45469,"PKE","Pink","4D","MSK","NSKEst",7,0.119202922022118,7,NA,"Skeena"
"PKE45479","Pinkut Creek - Above Weir (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",45479,"PKE","Pink","4D","MSK","NSKEst",7,0.119202922022118,5,NA,"Skeena"
"PKE45638","American Bay Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKE-7",45638,"PKE","Pink","3A","HecLow","NSKEst",5,0.119202922022118,4,NA,"Skeena"
"PKE45643","Atnarko Spawning Channel (Bella Coola) Pink","HECATE STRAIT-FJORDS","PKE-6",45643,"PKE","Pink","8","BCD","HStr",4.66666666666667,0.119202922022118,9,NA,"Central Coast"
"PKE45648","Fortune Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKE-7",45648,"PKE","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE45711","Nekite Spawning Channel (Smith Inlet) Pink","HECATE STRAIT-FJORDS","PKE-6",45711,"PKE","Pink","10","RSI","HStr",5.66666666666667,0.119202922022118,7,NA,"Central Coast"
"PKE45746","Robert Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKE-7",45746,"PKE","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE45751","Cliff Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKE-7",45751,"PKE","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE45851","Headquarters Creek Pink","GEORGIA STRAIT","PKE-1",45851,"PKE","Pink","14N","EVI","GStr",5.5,0.268941421369995,3,NA,"Vancouver Island & Mainland Inlets"
"PKE45911","Bond River No. 1 (Alert Bay) Pink Run 1","SOUTHERN FJORDS","PKE-4",45911,"PKE","Pink","12","SC","SFj",7,0.119202922022118,2,NA,"Vancouver Island & Mainland Inlets"
"PKE45930","Return Channel Creeks (Bella Bella) Pink","HECATE LOWLANDS",NA,45930,"PKE","Pink","7",NA,NA,7,0.119202922022118,1,NA,NA
"PKE45937","Deepwater Bay Creek (Campbell River Area) Pink Run 1","SOUTHERN FJORDS","PKE-4",45937,"PKE","Pink","13","SC","SFj",7,0.119202922022118,1,NA,"Vancouver Island & Mainland Inlets"
"PKE45955","Haida Bay Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKE-7",45955,"PKE","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47215","Gates Creek (Lillooet) Pink Run 1","FRASER RIVER<<BIN>>","PKO-1",47215,"PKE","Pink","29F","MFR","GStr",7,0.119202922022118,3,NA,"Fraser"
"PKE47562","Fiddler Creek (Hazelton) Pink","NASS-SKEENA ESTUARY","PKO-15",47562,"PKE","Pink","4C","LSK","NSKEst",7,0.119202922022118,13,NA,"Skeena"
"PKE47572","Wilson Creek (Hazelton) Pink","NASS-SKEENA ESTUARY","PKO-15",47572,"PKE","Pink","4C","LSK","NSKEst",7,0.119202922022118,4,NA,"Skeena"
"PKE47582","Price Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47582,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,15,NA,"Skeena"
"PKE47592","Kitwanga River (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47592,"PKE","Pink","4C","MSK","NSKEst",2.88888888888889,0.119202922022118,34,NA,"Skeena"
"PKE47597","Moonlit Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47597,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,2,NA,"Skeena"
"PKE47602","Shandilla Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47602,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"PKE47607","Comeau Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47607,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,7,NA,"Skeena"
"PKE47612","Burdick Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47612,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,11,NA,"Skeena"
"PKE47617","Chicago Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47617,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,11,NA,"Skeena"
"PKE47622","Hazelton Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47622,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,10,NA,"Skeena"
"PKE47627","Glen Vowell Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47627,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"PKE47632","Shegunia River (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47632,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,12,NA,"Skeena"
"PKE47637","Deep Canoe Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKE-8",47637,"PKE","Pink","4C","USK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47642","Slamgeesh River (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",47642,"PKE","Pink","4D","USK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47647","Damshilgwit Creek (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",47647,"PKE","Pink","4D","USK","NSKEst",1,0.982013790037908,1,NA,"Skeena"
"PKE47672","Exchamsiks River (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47672,"PKE","Pink","4B","LSK","NSKEst",6.33333333333333,0.119202922022118,16,NA,"Skeena"
"PKE47677","Lakelse River (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47677,"PKE","Pink","4B","LSK","NSKEst",4,0.119202922022118,34,NA,"Skeena"
"PKE47682","White Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47682,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,7,NA,"Skeena"
"PKE47687","Coldwater Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47687,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,7,NA,"Skeena"
"PKE47692","Herman Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47692,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,16,NA,"Skeena"
"PKE47707","Schulbuckhand Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47707,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"PKE47717","Hatchery Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47717,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47722","North Granite Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47722,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,2,NA,"Skeena"
"PKE47727","Furlong Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47727,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47737","Williams Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47737,"PKE","Pink","4B","LSK","NSKEst",3,0.119202922022118,3,NA,"Skeena"
"PKE47752","Kitsumkalum River - Upper (Terrace) Pink","NASS-SKEENA ESTUARY","PKE-7",47752,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47757","Kitsumkalum River - Lower (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47757,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,11,NA,"Skeena"
"PKE47762","Spring Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47762,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,2,NA,"Skeena"
"PKE47767","Deep Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47767,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,21,NA,"Skeena"
"PKE47772","Lean-To Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47772,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47782","Star Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47782,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47817","Zymoetz River - Lower (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",47817,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,9,NA,"Skeena"
"PKE47837","Kitseguecla River (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47837,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,7,NA,"Skeena"
"PKE47842","Deep Canyon Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47842,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47852","Bulkley River - Lower (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",47852,"PKE","Pink","4D","MSK","NSKEst",7,0.119202922022118,17,NA,"Skeena"
"PKE47857","Bulkley River - Upper (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",47857,"PKE","Pink","4D","MSK","NSKEst",7,0.119202922022118,3,NA,"Skeena"
"PKE47862","Station Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47862,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,14,NA,"Skeena"
"PKE47867","Suskwa River (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47867,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"PKE47872","Harold Price Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKE-8",47872,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47877","Porphyry Creek (Hazelton) Pink","MIDDLE-UPPER SKEENA","PKO-16",47877,"PKE","Pink","4C","MSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE47887","Causqua Creek (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",47887,"PKE","Pink","4D","MSK","NSKEst",7,0.119202922022118,3,NA,"Skeena"
"PKE48046","Molybdenum Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",48046,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,3,NA,"Skeena"
"PKE48051","Thornhill Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",48051,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"PKE48056","Kleanza Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",48056,"PKE","Pink","4B","LSK","NSKEst",4.33333333333333,0.119202922022118,28,NA,"Skeena"
"PKE48061","Singlehurst Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",48061,"PKE","Pink","4B","LSK","NSKEst",3,0.119202922022118,13,NA,"Skeena"
"PKE48081","Lowrie Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",48081,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,4,NA,"Skeena"
"PKE48086","Chimdemash Creek (Terrace) Pink","NASS-SKEENA ESTUARY","PKO-15",48086,"PKE","Pink","4B","LSK","NSKEst",7,0.119202922022118,1,NA,"Skeena"
"PKE48111","Bear River (Smithers) Pink","MIDDLE-UPPER SKEENA","PKO-16",48111,"PKE","Pink","4D","USK","NSKEst",7,0.119202922022118,6,NA,"Skeena"
"PKE48151","Nass River (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48151,"PKE","Pink","3B","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Nass"
"PKE48156","Kincolith River (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48156,"PKE","Pink","3A","LNR-P","NSKEst",3.33333333333333,0.119202922022118,26,NA,"Nass"
"PKE48161","Chambers Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48161,"PKE","Pink","3A","LNR-P","NSKEst",4.5,0.119202922022118,29,NA,"Nass"
"PKE48166","Flewin Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48166,"PKE","Pink","3A","LNR-P","NSKEst",6.4,0.119202922022118,19,NA,"Nass"
"PKE48171","Welda Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48171,"PKE","Pink","3A","LNR-P","NSKEst",5,0.119202922022118,7,NA,"Nass"
"PKE48176","Burton Creek (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48176,"PKE","Pink","3A","LNR-P","NSKEst",7,0.119202922022118,15,NA,"Nass"
"PKE48181","Iknouk River (Lower Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48181,"PKE","Pink","3A","LNR-P","NSKEst",4,0.119202922022118,14,NA,"Nass"
"PKE48196","Diskangieq Creek (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48196,"PKE","Pink","3B","LNR-P","NSKEst",7,0.119202922022118,5,NA,"Nass"
"PKE48201","Ginlulak Creek (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48201,"PKE","Pink","3B","LNR-P","NSKEst",7,0.119202922022118,1,NA,"Nass"
"PKE48211","Ksedin Creek (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48211,"PKE","Pink","3B","LNR-P","NSKEst",5,0.119202922022118,8,NA,"Nass"
"PKE48216","Ksemamaith Creek (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48216,"PKE","Pink","3B","LNR-P","NSKEst",3.33333333333333,0.119202922022118,18,NA,"Nass"
"PKE48221","Ansedagan Creek (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48221,"PKE","Pink","3B","LNR-P","NSKEst",7,0.119202922022118,13,NA,"Nass"
"PKE48226","Wegiladap Creek (Upper Nass) Pink","NASS-SKEENA ESTUARY","PKO-17",48226,"PKE","Pink","3B","LNR-P","NSKEst",7,0.119202922022118,4,NA,"Nass"
